yoji,kanji,parts,yomi
精衛填海,衛,16,せいえいてんかい
精衛填海,填,13,せいえいてんかい
精衛填海,海,9,せいえいてんかい
青雲之志,青,8,せいうんのこころざし
青雲之志,雲,12,せいうんのこころざし
青雲之志,之,3,せいうんのこころざし
青雲之志,志,7,せいうんのこころざし
晴雲秋月,晴,12,せいうんしゅうげつ
晴雲秋月,雲,12,せいうんしゅうげつ
晴雲秋月,秋,9,せいうんしゅうげつ
晴雲秋月,月,4,せいうんしゅうげつ
青鞋布韈,青,8,せいあふべつ
青鞋布韈,鞋,15,せいあふべつ
青鞋布韈,布,5,せいあふべつ
青鞋布韈,韈,23,せいあふべつ
扇枕温被,扇,10,せんちんおんぴ
扇枕温被,枕,8,せんちんおんぴ
扇枕温被,温,12,せんちんおんぴ
扇枕温被,被,10,せんちんおんぴ
扇枕温衾,扇,10,せんちんおんきん
扇枕温衾,枕,8,せんちんおんきん
扇枕温衾,温,12,せんちんおんきん
扇枕温衾,衾,10,せんちんおんきん
積厚流光,積,16,せきこうりゅうこう
積厚流光,厚,9,せきこうりゅうこう
積厚流光,流,10,せきこうりゅうこう
積厚流光,光,6,せきこうりゅうこう
生死肉骨,生,5,せいしにくこつ
生死肉骨,死,6,せいしにくこつ
生死肉骨,肉,6,せいしにくこつ
生死肉骨,骨,10,せいしにくこつ
節倹力行,節,13,せっけんりっこう
節倹力行,倹,10,せっけんりっこう
節倹力行,力,2,せっけんりっこう
節倹力行,行,6,せっけんりっこう
雪案蛍窓,雪,11,せつあんけいそう
雪案蛍窓,案,10,せつあんけいそう
雪案蛍窓,蛍,11,せつあんけいそう
雪案蛍窓,窓,11,せつあんけいそう
積土成山,積,16,せきどせいざん
積土成山,土,3,せきどせいざん
積土成山,成,6,せきどせいざん
積土成山,山,3,せきどせいざん
積水成淵,積,16,せきすいせいえん
積水成淵,水,4,せきすいせいえん
積水成淵,成,6,せきすいせいえん
積水成淵,淵,12,せきすいせいえん
切切偲偲,切,4,せつせつしし
切切偲偲,切,4,せつせつしし
切切偲偲,偲,11,せつせつしし
切切偲偲,偲,11,せつせつしし
声名狼藉,声,7,せいめいろうぜき
声名狼藉,名,6,せいめいろうぜき
声名狼藉,狼,10,せいめいろうぜき
声名狼藉,藉,17,せいめいろうぜき
前狼後虎,前,9,ぜんろうこうこ
前狼後虎,狼,10,ぜんろうこうこ
前狼後虎,後,9,ぜんろうこうこ
前狼後虎,虎,8,ぜんろうこうこ
善因善果,善,12,ぜんいんぜんか
善因善果,因,6,ぜんいんぜんか
善因善果,善,12,ぜんいんぜんか
善因善果,果,8,ぜんいんぜんか
千古不滅,千,3,せんこふめつ
千古不滅,古,5,せんこふめつ
千古不滅,不,4,せんこふめつ
千古不滅,滅,13,せんこふめつ
前途有為,前,9,ぜんとゆうい
前途有為,途,10,ぜんとゆうい
前途有為,有,6,ぜんとゆうい
前途有為,為,9,ぜんとゆうい
先祖代々,先,6,せんぞだいだい
先祖代々,祖,9,せんぞだいだい
先祖代々,代,5,せんぞだいだい
先祖代々,々,3,せんぞだいだい
精励恪勤,精,14,せいれいかっきん
精励恪勤,励,7,せいれいかっきん
精励恪勤,恪,9,せいれいかっきん
精励恪勤,勤,12,せいれいかっきん
政教分離,政,9,せいきょうぶんり
政教分離,教,11,せいきょうぶんり
政教分離,分,4,せいきょうぶんり
政教分離,離,18,せいきょうぶんり
晴好雨奇,晴,12,せいこううき
晴好雨奇,好,6,せいこううき
晴好雨奇,雨,8,せいこううき
晴好雨奇,奇,8,せいこううき
生殺与奪,生,5,せいさつよだつ
生殺与奪,殺,10,せいさつよだつ
生殺与奪,与,3,せいさつよだつ
生殺与奪,奪,14,せいさつよだつ
聖人君子,聖,13,せいじんくんし
聖人君子,人,2,せいじんくんし
聖人君子,君,7,せいじんくんし
聖人君子,子,3,せいじんくんし
精神一到,精,14,せいしんいっとう
精神一到,神,9,せいしんいっとう
精神一到,一,1,せいしんいっとう
精神一到,到,8,せいしんいっとう
誠心誠意,誠,13,せいしんせいい
誠心誠意,心,4,せいしんせいい
誠心誠意,誠,13,せいしんせいい
誠心誠意,意,13,せいしんせいい
精神統一,精,14,せいしんとういつ
精神統一,神,9,せいしんとういつ
精神統一,統,12,せいしんとういつ
精神統一,一,1,せいしんとういつ
生存競争,生,5,せいぞんきょうそう
生存競争,存,6,せいぞんきょうそう
生存競争,競,20,せいぞんきょうそう
生存競争,争,6,せいぞんきょうそう
贅沢三昧,贅,18,ぜいたくざんまい
贅沢三昧,沢,7,ぜいたくざんまい
贅沢三昧,三,3,ぜいたくざんまい
贅沢三昧,昧,9,ぜいたくざんまい
清濁併呑,清,11,せいだくへいどん
清濁併呑,濁,16,せいだくへいどん
清濁併呑,併,8,せいだくへいどん
清濁併呑,呑,7,せいだくへいどん
正当防衛,正,5,せいとうぼうえい
正当防衛,当,6,せいとうぼうえい
正当防衛,防,7,せいとうぼうえい
正当防衛,衛,16,せいとうぼうえい
勢力伯仲,勢,13,せいりょくはくちゅう
勢力伯仲,力,2,せいりょくはくちゅう
勢力伯仲,伯,7,せいりょくはくちゅう
勢力伯仲,仲,6,せいりょくはくちゅう
清廉潔白,清,11,せいれんけっぱく
清廉潔白,廉,13,せいれんけっぱく
清廉潔白,潔,15,せいれんけっぱく
清廉潔白,白,5,せいれんけっぱく
責任転嫁,責,11,せきにんてんか
責任転嫁,任,6,せきにんてんか
責任転嫁,転,11,せきにんてんか
責任転嫁,嫁,13,せきにんてんか
是是非非,是,9,ぜぜひひ
是是非非,是,9,ぜぜひひ
是是非非,非,8,ぜぜひひ
是是非非,非,8,ぜぜひひ
世代交代,世,5,せだいこうたい
世代交代,代,5,せだいこうたい
世代交代,交,6,せだいこうたい
世代交代,代,5,せだいこうたい
切歯扼腕,切,4,せっしやくわん
切歯扼腕,歯,12,せっしやくわん
切歯扼腕,扼,7,せっしやくわん
切歯扼腕,腕,12,せっしやくわん
戦意喪失,戦,13,せんいそうしつ
戦意喪失,意,13,せんいそうしつ
戦意喪失,喪,12,せんいそうしつ
戦意喪失,失,5,せんいそうしつ
浅学非才,浅,9,せんがくひさい
浅学非才,学,8,せんがくひさい
浅学非才,非,8,せんがくひさい
浅学非才,才,3,せんがくひさい
千客万来,千,3,せんきゃくばんらい
千客万来,客,9,せんきゃくばんらい
千客万来,万,3,せんきゃくばんらい
千客万来,来,7,せんきゃくばんらい
千軍万馬,千,3,せんぐんばんば
千軍万馬,軍,9,せんぐんばんば
千軍万馬,万,3,せんぐんばんば
千軍万馬,馬,10,せんぐんばんば
前言往行,前,9,ぜんげんおうこう
前言往行,言,7,ぜんげんおうこう
前言往行,往,8,ぜんげんおうこう
前言往行,行,6,ぜんげんおうこう
千言万語,千,3,せんげんばんご
千言万語,言,7,せんげんばんご
千言万語,万,3,せんげんばんご
千言万語,語,14,せんげんばんご
善隣友好,善,12,ぜんりんゆうこう
善隣友好,隣,16,ぜんりんゆうこう
善隣友好,友,4,ぜんりんゆうこう
善隣友好,好,6,ぜんりんゆうこう
全力投球,全,6,ぜんりょくとうきゅう
全力投球,力,2,ぜんりょくとうきゅう
全力投球,投,7,ぜんりょくとうきゅう
全力投球,球,11,ぜんりょくとうきゅう
千両役者,千,3,せんりょうやくしゃ
千両役者,両,6,せんりょうやくしゃ
千両役者,役,7,せんりょうやくしゃ
千両役者,者,8,せんりょうやくしゃ
千里同風,千,3,せんりどうふう
千里同風,里,7,せんりどうふう
千里同風,同,6,せんりどうふう
千里同風,風,9,せんりどうふう
先憂後楽,先,6,せんゆうこうらく
先憂後楽,憂,15,せんゆうこうらく
先憂後楽,後,9,せんゆうこうらく
先憂後楽,楽,13,せんゆうこうらく
千万無量,千,3,せんまんむりょう
千万無量,万,3,せんまんむりょう
千万無量,無,12,せんまんむりょう
千万無量,量,12,せんまんむりょう
専売特許,専,9,せんばいとっきょ
専売特許,売,7,せんばいとっきょ
専売特許,特,10,せんばいとっきょ
専売特許,許,11,せんばいとっきょ
善男善女,善,12,ぜんなんぜんにょ
善男善女,男,7,ぜんなんぜんにょ
善男善女,善,12,ぜんなんぜんにょ
善男善女,女,3,ぜんなんぜんにょ
前途遼遠,前,9,ぜんとりょうえん
前途遼遠,途,10,ぜんとりょうえん
前途遼遠,遼,15,ぜんとりょうえん
前途遼遠,遠,13,ぜんとりょうえん
前途有望,前,9,ぜんとゆうぼう
前途有望,途,10,ぜんとゆうぼう
前途有望,有,6,ぜんとゆうぼう
前途有望,望,11,ぜんとゆうぼう
前途多難,前,9,ぜんとたなん
前途多難,途,10,ぜんとたなん
前途多難,多,6,ぜんとたなん
前途多難,難,18,ぜんとたなん
全知全能,全,6,ぜんちぜんのう
全知全能,知,8,ぜんちぜんのう
全知全能,全,6,ぜんちぜんのう
全知全能,能,10,ぜんちぜんのう
千態万状,千,3,せんたいばんじょう
千態万状,態,14,せんたいばんじょう
千態万状,万,3,せんたいばんじょう
千態万状,状,7,せんたいばんじょう
先祖伝来,先,6,せんぞでんらい
先祖伝来,祖,9,せんぞでんらい
先祖伝来,伝,6,せんぞでんらい
先祖伝来,来,7,せんぞでんらい
宣戦布告,宣,9,せんせんふこく
宣戦布告,戦,13,せんせんふこく
宣戦布告,布,5,せんせんふこく
宣戦布告,告,7,せんせんふこく
戦戦恐恐,戦,13,せんせんきょうきょう
戦戦恐恐,戦,13,せんせんきょうきょう
戦戦恐恐,恐,10,せんせんきょうきょう
戦戦恐恐,恐,10,せんせんきょうきょう
先制攻撃,先,6,せんせいこうげき
先制攻撃,制,8,せんせいこうげき
先制攻撃,攻,7,せんせいこうげき
先制攻撃,撃,15,せんせいこうげき
千辛万苦,千,3,せんしんばんく
千辛万苦,辛,7,せんしんばんく
千辛万苦,万,3,せんしんばんく
千辛万苦,苦,8,せんしんばんく
全身全霊,全,6,ぜんしんぜんれい
全身全霊,身,7,ぜんしんぜんれい
全身全霊,全,6,ぜんしんぜんれい
全身全霊,霊,15,ぜんしんぜんれい
千秋万歳,千,3,せんしゅうまんざい
千秋万歳,秋,9,せんしゅうまんざい
千秋万歳,万,3,せんしゅうまんざい
千秋万歳,歳,13,せんしゅうまんざい
千姿万態,千,3,せんしばんたい
千姿万態,姿,9,せんしばんたい
千姿万態,万,3,せんしばんたい
千姿万態,態,14,せんしばんたい
千紫万紅,千,3,せんしばんこう
千紫万紅,紫,12,せんしばんこう
千紫万紅,万,3,せんしばんこう
千紫万紅,紅,9,せんしばんこう
千思万考,千,3,せんしばんこう
千思万考,思,9,せんしばんこう
千思万考,万,3,せんしばんこう
千思万考,考,6,せんしばんこう
千山万水,千,3,せんざんばんすい
千山万水,山,3,せんざんばんすい
千山万水,万,3,せんざんばんすい
千山万水,水,4,せんざんばんすい
前後不覚,前,9,ぜんごふかく
前後不覚,後,9,ぜんごふかく
前後不覚,不,4,ぜんごふかく
前後不覚,覚,12,ぜんごふかく
千古不易,千,3,せんこふえき
千古不易,古,5,せんこふえき
千古不易,不,4,せんこふえき
千古不易,易,8,せんこふえき
千篇一律,千,3,せんぺんいちりつ
千篇一律,篇,15,せんぺんいちりつ
千篇一律,一,1,せんぺんいちりつ
千篇一律,律,9,せんぺんいちりつ
前途洋洋,前,9,ぜんとようよう
前途洋洋,途,10,ぜんとようよう
前途洋洋,洋,9,ぜんとようよう
前途洋洋,洋,9,ぜんとようよう
先手必勝,先,6,せんてひっしょう
先手必勝,手,4,せんてひっしょう
先手必勝,必,5,せんてひっしょう
先手必勝,勝,12,せんてひっしょう
前人未到,前,9,ぜんじんみとう
前人未到,人,2,ぜんじんみとう
前人未到,未,5,ぜんじんみとう
前人未到,到,8,ぜんじんみとう
切磋琢磨,切,4,せっさたくま
切磋琢磨,磋,15,せっさたくま
切磋琢磨,琢,11,せっさたくま
切磋琢磨,磨,16,せっさたくま
晴耕雨読,晴,12,せいこううどく
晴耕雨読,耕,10,せいこううどく
晴耕雨読,雨,8,せいこううどく
晴耕雨読,読,14,せいこううどく
千差万別,千,3,せんさばんべつ
千差万別,差,10,せんさばんべつ
千差万別,万,3,せんさばんべつ
千差万別,別,7,せんさばんべつ
千載一遇,千,3,せんざいいちぐう
千載一遇,載,13,せんざいいちぐう
千載一遇,一,1,せんざいいちぐう
千載一遇,遇,12,せんざいいちぐう
絶体絶命,絶,12,ぜったいぜつめい
絶体絶命,体,7,ぜったいぜつめい
絶体絶命,絶,12,ぜったいぜつめい
絶体絶命,命,8,ぜったいぜつめい
青天白日,青,8,せいてんはくじつ
青天白日,天,4,せいてんはくじつ
青天白日,白,5,せいてんはくじつ
青天白日,日,4,せいてんはくじつ
正々堂々,正,5,せいせいどうどう
正々堂々,々,3,せいせいどうどう
正々堂々,堂,11,せいせいどうどう
正々堂々,々,3,せいせいどうどう
前代未聞,前,9,ぜんだいみもん
前代未聞,代,5,ぜんだいみもん
前代未聞,未,5,ぜんだいみもん
前代未聞,聞,14,ぜんだいみもん
創意工夫,創,12,そういくふう
創意工夫,意,13,そういくふう
創意工夫,工,3,そういくふう
創意工夫,夫,4,そういくふう
孫楚漱石,孫,10,そんそそうせき
孫楚漱石,楚,13,そんそそうせき
孫楚漱石,漱,14,そんそそうせき
孫楚漱石,石,5,そんそそうせき
樽俎折衝,樽,16,そんそせっしょう
樽俎折衝,俎,9,そんそせっしょう
樽俎折衝,折,7,そんそせっしょう
樽俎折衝,衝,15,そんそせっしょう
孫康映雪,孫,10,そんこうえいせつ
孫康映雪,康,11,そんこうえいせつ
孫康映雪,映,9,そんこうえいせつ
孫康映雪,雪,11,そんこうえいせつ
楚夢雨雲,楚,13,そむううん
楚夢雨雲,夢,13,そむううん
楚夢雨雲,雨,8,そむううん
楚夢雨雲,雲,12,そむううん
素波銀濤,素,10,そはぎんとう
素波銀濤,波,8,そはぎんとう
