yoji,kanji,parts,yomi
水天彷彿,天,4,すいてんほうふつ
水天彷彿,彷,7,すいてんほうふつ
水天彷彿,彿,8,すいてんほうふつ
頭脳明晰,頭,16,ずのうめいせき
頭脳明晰,脳,11,ずのうめいせき
頭脳明晰,明,8,ずのうめいせき
頭脳明晰,晰,12,ずのうめいせき
寸進尺退,寸,3,すんしんしゃくたい
寸進尺退,進,11,すんしんしゃくたい
寸進尺退,尺,4,すんしんしゃくたい
寸進尺退,退,9,すんしんしゃくたい
千変万化,千,3,せんぺんばんか
千変万化,変,9,せんぺんばんか
千変万化,万,3,せんぺんばんか
千変万化,化,4,せんぺんばんか
臍下丹田,臍,18,せいかたんでん
臍下丹田,下,3,せいかたんでん
臍下丹田,丹,4,せいかたんでん
臍下丹田,田,5,せいかたんでん
石破天驚,石,5,せきはてんきょう
石破天驚,破,10,せきはてんきょう
石破天驚,天,4,せきはてんきょう
石破天驚,驚,22,せきはてんきょう
雪裏清香,雪,11,せつりせいこう
雪裏清香,裏,13,せつりせいこう
雪裏清香,清,11,せつりせいこう
雪裏清香,香,9,せつりせいこう
是非善悪,是,9,ぜひぜんあく
是非善悪,非,8,ぜひぜんあく
是非善悪,善,12,ぜひぜんあく
是非善悪,悪,11,ぜひぜんあく
千慮一得,千,3,せんりょのいっとく
千慮一得,慮,15,せんりょのいっとく
千慮一得,一,1,せんりょのいっとく
千慮一得,得,11,せんりょのいっとく
賤斂貴発,賤,15,せんれんきはつ
賤斂貴発,斂,17,せんれんきはつ
賤斂貴発,貴,12,せんれんきはつ
賤斂貴発,発,9,せんれんきはつ
千慮一失,千,3,せんりょのいっしつ
千慮一失,慮,15,せんりょのいっしつ
千慮一失,一,1,せんりょのいっしつ
千慮一失,失,5,せんりょのいっしつ
千里命駕,千,3,せんりめいが
千里命駕,里,7,せんりめいが
千里命駕,命,8,せんりめいが
千里命駕,駕,15,せんりめいが
千里無烟,千,3,せんりむえん
千里無烟,里,7,せんりむえん
千里無烟,無,12,せんりむえん
千里無烟,烟,10,せんりむえん
千里結言,千,3,せんりのけつげん
千里結言,里,7,せんりのけつげん
千里結言,結,12,せんりのけつげん
千里結言,言,7,せんりのけつげん
瞻望咨嗟,瞻,18,せんぼうしさ
瞻望咨嗟,望,11,せんぼうしさ
瞻望咨嗟,咨,9,せんぼうしさ
瞻望咨嗟,嗟,13,せんぼうしさ
穿壁引光,穿,9,せんぺきいんこう
穿壁引光,壁,16,せんぺきいんこう
穿壁引光,引,4,せんぺきいんこう
穿壁引光,光,6,せんぺきいんこう
前覆後戒,前,9,ぜんぷくこうかい
前覆後戒,覆,18,ぜんぷくこうかい
前覆後戒,後,9,ぜんぷくこうかい
前覆後戒,戒,7,ぜんぷくこうかい
仙風道骨,仙,5,せんぷうどうこつ
仙風道骨,風,9,せんぷうどうこつ
仙風道骨,道,12,せんぷうどうこつ
仙風道骨,骨,10,せんぷうどうこつ
全豹一斑,全,6,ぜんぴょういっぱん
全豹一斑,豹,10,ぜんぴょういっぱん
全豹一斑,一,1,ぜんぴょういっぱん
全豹一斑,斑,12,ぜんぴょういっぱん
前跋後疐,前,9,ぜんばつこうち
前跋後疐,跋,12,ぜんばつこうち
前跋後疐,後,9,ぜんばつこうち
前跋後疐,疐,14,ぜんばつこうち
漸入佳境,漸,14,ぜんにゅうかきょう
漸入佳境,入,2,ぜんにゅうかきょう
漸入佳境,佳,8,ぜんにゅうかきょう
漸入佳境,境,14,ぜんにゅうかきょう
先難後獲,先,6,せんなんこうかく
先難後獲,難,18,せんなんこうかく
先難後獲,後,9,せんなんこうかく
先難後獲,獲,16,せんなんこうかく
千成瓢箪,千,3,せんなりびょうたん
千成瓢箪,成,6,せんなりびょうたん
千成瓢箪,瓢,17,せんなりびょうたん
千成瓢箪,箪,15,せんなりびょうたん
旋転囲繞,旋,11,せんてんいじょう
旋転囲繞,転,11,せんてんいじょう
旋転囲繞,囲,7,せんてんいじょう
旋転囲繞,繞,18,せんてんいじょう
前程万里,前,9,ぜんていばんり
前程万里,程,12,ぜんていばんり
前程万里,万,3,ぜんていばんり
前程万里,里,7,ぜんていばんり
先知先覚,先,6,せんちせんがく
先知先覚,知,8,せんちせんがく
先知先覚,先,6,せんちせんがく
先知先覚,覚,12,せんちせんがく
栴檀双葉,栴,10,せんだんのふたば
栴檀双葉,檀,17,せんだんのふたば
栴檀双葉,双,4,せんだんのふたば
栴檀双葉,葉,12,せんだんのふたば
千朶万朶,千,3,せんだばんだ
千朶万朶,朶,6,せんだばんだ
千朶万朶,万,3,せんだばんだ
千朶万朶,朶,6,せんだばんだ
千村万落,千,3,せんそんばんらく
千村万落,村,7,せんそんばんらく
千村万落,万,3,せんそんばんらく
千村万落,落,12,せんそんばんらく
吮疽之仁,吮,7,せんそのじん
吮疽之仁,疽,10,せんそのじん
吮疽之仁,之,3,せんそのじん
吮疽之仁,仁,4,せんそのじん
翦草除根,翦,15,せんそうじょこん
翦草除根,草,9,せんそうじょこん
翦草除根,除,10,せんそうじょこん
翦草除根,根,10,せんそうじょこん
蝉噪蛙鳴,蝉,15,せんそうあめい
蝉噪蛙鳴,噪,16,せんそうあめい
蝉噪蛙鳴,蛙,12,せんそうあめい
蝉噪蛙鳴,鳴,14,せんそうあめい
戦戦慄慄,戦,13,せんせんりつりつ
戦戦慄慄,戦,13,せんせんりつりつ
戦戦慄慄,慄,13,せんせんりつりつ
戦戦慄慄,慄,13,せんせんりつりつ
泉石膏肓,泉,9,せんせきこうこう
泉石膏肓,石,5,せんせきこうこう
泉石膏肓,膏,14,せんせきこうこう
泉石膏肓,肓,7,せんせきこうこう
先聖先師,先,6,せんせいせんし
先聖先師,聖,13,せんせいせんし
先聖先師,先,6,せんせいせんし
先聖先師,師,10,せんせいせんし
全生全帰,全,6,ぜんせいぜんき
全生全帰,生,5,ぜんせいぜんき
全生全帰,全,6,ぜんせいぜんき
全生全帰,帰,10,ぜんせいぜんき
煎水作氷,煎,13,せんすいさくひょう
煎水作氷,水,4,せんすいさくひょう
煎水作氷,作,7,せんすいさくひょう
煎水作氷,氷,5,せんすいさくひょう
千仞之谿,千,3,せんじんのたに
千仞之谿,仞,5,せんじんのたに
千仞之谿,之,3,せんじんのたに
千仞之谿,谿,17,せんじんのたに
浅斟低唱,浅,9,せんしんていしょう
浅斟低唱,斟,13,せんしんていしょう
浅斟低唱,低,7,せんしんていしょう
浅斟低唱,唱,11,せんしんていしょう
専心一意,専,9,せんしんいちい
専心一意,心,4,せんしんいちい
専心一意,一,1,せんしんいちい
専心一意,意,13,せんしんいちい
千緒万端,千,3,せんしょばんたん
千緒万端,緒,14,せんしょばんたん
千緒万端,万,3,せんしょばんたん
千緒万端,端,14,せんしょばんたん
僭賞濫刑,僭,14,せんしょうらんけい
僭賞濫刑,賞,15,せんしょうらんけい
僭賞濫刑,濫,18,せんしょうらんけい
僭賞濫刑,刑,6,せんしょうらんけい
禅譲放伐,禅,13,ぜんじょうほうばつ
禅譲放伐,譲,20,ぜんじょうほうばつ
禅譲放伐,放,8,ぜんじょうほうばつ
禅譲放伐,伐,6,ぜんじょうほうばつ
先従隗始,先,6,せんじゅうかいし
先従隗始,従,10,せんじゅうかいし
先従隗始,隗,13,せんじゅうかいし
先従隗始,始,8,せんじゅうかいし
千状万態,千,3,せんじょうばんたい
千状万態,状,7,せんじょうばんたい
千状万態,万,3,せんじょうばんたい
千状万態,態,14,せんじょうばんたい
千乗万騎,千,3,せんじょうばんき
千乗万騎,乗,9,せんじょうばんき
千乗万騎,万,3,せんじょうばんき
千乗万騎,騎,18,せんじょうばんき
川上之歎,川,3,せんじょうのたん
川上之歎,上,3,せんじょうのたん
川上之歎,之,3,せんじょうのたん
川上之歎,歎,15,せんじょうのたん
千乗之国,千,3,せんじょうのくに
千乗之国,乗,9,せんじょうのくに
千乗之国,之,3,せんじょうのくに
千乗之国,国,8,せんじょうのくに
千秋万古,千,3,せんしゅうばんこ
千秋万古,秋,9,せんしゅうばんこ
千秋万古,万,3,せんしゅうばんこ
千秋万古,古,5,せんしゅうばんこ
千射万箭,千,3,せんしゃばんせん
千射万箭,射,10,せんしゃばんせん
千射万箭,万,3,せんしゃばんせん
千射万箭,箭,15,せんしゃばんせん
前車覆轍,前,9,ぜんしゃのふくてつ
前車覆轍,車,7,ぜんしゃのふくてつ
前車覆轍,覆,18,ぜんしゃのふくてつ
前車覆轍,轍,19,ぜんしゃのふくてつ
浅酌低唱,浅,9,せんしゃくていしょう
浅酌低唱,酌,10,せんしゃくていしょう
浅酌低唱,低,7,せんしゃくていしょう
浅酌低唱,唱,11,せんしゃくていしょう
仙姿玉質,仙,5,せんしぎょくしつ
仙姿玉質,姿,9,せんしぎょくしつ
仙姿玉質,玉,5,せんしぎょくしつ
仙姿玉質,質,15,せんしぎょくしつ
千錯万綜,千,3,せんさくばんそう
千錯万綜,錯,16,せんさくばんそう
千錯万綜,万,3,せんさくばんそう
千錯万綜,綜,14,せんさくばんそう
仙才鬼才,仙,5,せんさいきさい
仙才鬼才,才,3,せんさいきさい
仙才鬼才,鬼,10,せんさいきさい
仙才鬼才,才,3,せんさいきさい
潜在意識,潜,15,せんざいいしき
潜在意識,在,6,せんざいいしき
潜在意識,意,13,せんざいいしき
潜在意識,識,19,せんざいいしき
千古不磨,千,3,せんこふま
千古不磨,古,5,せんこふま
千古不磨,不,4,せんこふま
千古不磨,磨,16,せんこふま
千呼万喚,千,3,せんこばんかん
千呼万喚,呼,8,せんこばんかん
千呼万喚,万,3,せんこばんかん
千呼万喚,喚,12,せんこばんかん
洗垢索瘢,洗,9,せんこうさくはん
洗垢索瘢,垢,9,せんこうさくはん
洗垢索瘢,索,10,せんこうさくはん
洗垢索瘢,瘢,15,せんこうさくはん
先庚後庚,先,6,せんこうこうこう
先庚後庚,庚,8,せんこうこうこう
先庚後庚,後,9,せんこうこうこう
先庚後庚,庚,8,せんこうこうこう
先見之明,先,6,せんけんのめい
先見之明,見,7,せんけんのめい
先見之明,之,3,せんけんのめい
先見之明,明,8,せんけんのめい
旋乾転坤,旋,11,せんけんてんこん
旋乾転坤,乾,11,せんけんてんこん
旋乾転坤,転,11,せんけんてんこん
旋乾転坤,坤,8,せんけんてんこん
鮮血淋漓,鮮,17,せんけつりんり
鮮血淋漓,血,6,せんけつりんり
鮮血淋漓,淋,11,せんけつりんり
鮮血淋漓,漓,14,せんけつりんり
千荊万棘,千,3,せんけいばんきょく
千荊万棘,荊,9,せんけいばんきょく
千荊万棘,万,3,せんけいばんきょく
千荊万棘,棘,12,せんけいばんきょく
千金弊帚,千,3,せんきんへいそう
千金弊帚,金,8,せんきんへいそう
千金弊帚,弊,15,せんきんへいそう
千金弊帚,帚,8,せんきんへいそう
千均一髪,千,3,せんきんいっぱつ
千均一髪,均,7,せんきんいっぱつ
千均一髪,一,1,せんきんいっぱつ
千均一髪,髪,14,せんきんいっぱつ
千金一擲,千,3,せんきんいってき
千金一擲,金,8,せんきんいってき
千金一擲,一,1,せんきんいってき
千金一擲,擲,18,せんきんいってき
千金一刻,千,3,せんきんいっこく
千金一刻,金,8,せんきんいっこく
千金一刻,一,1,せんきんいっこく
千金一刻,刻,8,せんきんいっこく
前倨後恭,前,9,ぜんきょこうきょう
前倨後恭,倨,10,ぜんきょこうきょう
前倨後恭,後,9,ぜんきょこうきょう
前倨後恭,恭,10,ぜんきょこうきょう
饌玉炊金,饌,21,せんぎょくすいきん
饌玉炊金,玉,5,せんぎょくすいきん
饌玉炊金,炊,8,せんぎょくすいきん
饌玉炊金,金,8,せんぎょくすいきん
善巧方便,善,12,ぜんぎょうほうべん
善巧方便,巧,5,ぜんぎょうほうべん
善巧方便,方,4,ぜんぎょうほうべん
善巧方便,便,9,ぜんぎょうほうべん
先義後利,先,6,せんぎこうり
先義後利,義,13,せんぎこうり
先義後利,後,9,せんぎこうり
先義後利,利,7,せんぎこうり
千巌万壑,千,3,せんがんばんがく
千巌万壑,巌,20,せんがんばんがく
千巌万壑,万,3,せんがんばんがく
千巌万壑,壑,17,せんがんばんがく
遷客騒人,遷,15,せんかくそうじん
遷客騒人,客,9,せんかくそうじん
遷客騒人,騒,18,せんかくそうじん
遷客騒人,人,2,せんかくそうじん
扇影衣香,扇,10,せんえいいこう
扇影衣香,影,15,せんえいいこう
扇影衣香,衣,6,せんえいいこう
扇影衣香,香,9,せんえいいこう
潜移暗化,潜,15,せんいあんか
潜移暗化,移,11,せんいあんか
潜移暗化,暗,13,せんいあんか
潜移暗化,化,4,せんいあんか
是非之心,是,9,ぜひのこころ
是非之心,非,8,ぜひのこころ
是非之心,之,3,ぜひのこころ
是非之心,心,4,ぜひのこころ
是非曲直,是,9,ぜひきょくちょく
是非曲直,非,8,ぜひきょくちょく
是非曲直,曲,6,ぜひきょくちょく
是非曲直,直,8,ぜひきょくちょく
世道人心,世,5,せどうじんしん
世道人心,道,12,せどうじんしん
世道人心,人,2,せどうじんしん
世道人心,心,4,せどうじんしん
切問近思,切,4,せつもんきんし
切問近思,問,11,せつもんきんし
切問近思,近,7,せつもんきんし
切問近思,思,9,せつもんきんし
窃鈇之疑,窃,9,せっぷのぎ
窃鈇之疑,鈇,12,せっぷのぎ
窃鈇之疑,之,3,せっぷのぎ
窃鈇之疑,疑,14,せっぷのぎ
雪魄氷姿,雪,11,せっぱくひょうし
雪魄氷姿,魄,15,せっぱくひょうし
雪魄氷姿,氷,5,せっぱくひょうし
雪魄氷姿,姿,9,せっぱくひょうし
刹那主義,刹,8,せつなしゅぎ
刹那主義,那,7,せつなしゅぎ
刹那主義,主,5,せつなしゅぎ
刹那主義,義,13,せつなしゅぎ
雪泥鴻爪,雪,11,せつでいのこうそう
雪泥鴻爪,泥,8,せつでいのこうそう
雪泥鴻爪,鴻,17,せつでいのこうそう
雪泥鴻爪,爪,4,せつでいのこうそう
雪中松柏,雪,11,せっちゅうしょうはく
雪中松柏,中,4,せっちゅうしょうはく
雪中松柏,松,8,せっちゅうしょうはく
雪中松柏,柏,9,せっちゅうしょうはく
截断衆流,截,14,せつだんしゅる
截断衆流,断,11,せつだんしゅる
截断衆流,衆,12,せつだんしゅる
截断衆流,流,10,せつだんしゅる
舌端月旦,舌,6,ぜったんげったん
舌端月旦,端,14,ぜったんげったん
舌端月旦,月,4,ぜったんげったん
舌端月旦,旦,5,ぜったんげったん
絶世独立,絶,12,ぜっせいどくりつ
絶世独立,世,5,ぜっせいどくりつ
絶世独立,独,9,ぜっせいどくりつ
絶世独立,立,5,ぜっせいどくりつ
殺生禁断,殺,10,せっしょうきんだん
殺生禁断,生,5,せっしょうきんだん
殺生禁断,禁,13,せっしょうきんだん
殺生禁断,断,11,せっしょうきんだん
折衝禦侮,折,7,せっしょうぎょぶ
折衝禦侮,衝,15,せっしょうぎょぶ
折衝禦侮,禦,16,せっしょうぎょぶ
折衝禦侮,侮,8,せっしょうぎょぶ
摂取不捨,摂,13,せっしゅふしゃ
摂取不捨,取,8,せっしゅふしゃ
摂取不捨,不,4,せっしゅふしゃ
摂取不捨,捨,11,せっしゅふしゃ
切歯腐心,切,4,せっしふしん
切歯腐心,歯,12,せっしふしん
切歯腐心,腐,14,せっしふしん
切歯腐心,心,4,せっしふしん
截趾適屨,截,14,せっしてきく
截趾適屨,趾,11,せっしてきく
截趾適屨,適,14,せっしてきく
截趾適屨,屨,17,せっしてきく
絶巧棄利,絶,12,ぜっこうきり
絶巧棄利,巧,5,ぜっこうきり
絶巧棄利,棄,13,ぜっこうきり
絶巧棄利,利,7,ぜっこうきり
接見応対,接,11,せっけんおうたい
接見応対,見,7,せっけんおうたい
接見応対,応,7,せっけんおうたい
接見応対,対,7,せっけんおうたい
雪月風花,雪,11,せつげつふうか
雪月風花,月,4,せつげつふうか
雪月風花,風,9,せつげつふうか
雪月風花,花,7,せつげつふうか
窃玉偸香,窃,9,せつぎょくとうこう
窃玉偸香,玉,5,せつぎょくとうこう
窃玉偸香,偸,11,せつぎょくとうこう
窃玉偸香,香,9,せつぎょくとうこう
折檻諫言,折,7,せっかんかんげん
折檻諫言,檻,19,せっかんかんげん
折檻諫言,諫,16,せっかんかんげん
折檻諫言,言,7,せっかんかんげん
折花攀柳,折,7,せっかはんりゅう
折花攀柳,花,7,せっかはんりゅう
折花攀柳,攀,19,せっかはんりゅう
折花攀柳,柳,9,せっかはんりゅう
雪萼霜葩,雪,11,せつがくそうは
雪萼霜葩,萼,12,せつがくそうは
雪萼霜葩,霜,17,せつがくそうは
雪萼霜葩,葩,12,せつがくそうは
窃位素餐,窃,9,せついそさん
窃位素餐,位,7,せついそさん
窃位素餐,素,10,せついそさん
窃位素餐,餐,16,せついそさん
是生滅法,是,9,ぜしょうめっぽう
是生滅法,生,5,ぜしょうめっぽう
是生滅法,滅,13,ぜしょうめっぽう
是生滅法,法,8,ぜしょうめっぽう
隻履西帰,隻,10,せきりせいき
隻履西帰,履,15,せきりせいき
隻履西帰,西,6,せきりせいき
隻履西帰,帰,10,せきりせいき
尺璧非宝,尺,4,せきへきひほう
尺璧非宝,璧,18,せきへきひほう
尺璧非宝,非,8,せきへきひほう
尺璧非宝,宝,8,せきへきひほう
尺短寸長,尺,4,せきたんすんちょう
尺短寸長,短,12,せきたんすんちょう
尺短寸長,寸,3,せきたんすんちょう
尺短寸長,長,8,せきたんすんちょう
尺沢之鯢,尺,4,せきたくのげい
尺沢之鯢,沢,7,せきたくのげい
尺沢之鯢,之,3,せきたくのげい
尺沢之鯢,鯢,19,せきたくのげい
刺草之臣,刺,8,せきそうのしん
刺草之臣,草,9,せきそうのしん
刺草之臣,之,3,せきそうのしん
刺草之臣,臣,7,せきそうのしん
積善余慶,積,16,せきぜんのよけい
積善余慶,善,12,せきぜんのよけい
積善余慶,余,7,せきぜんのよけい
積善余慶,慶,15,せきぜんのよけい
尺寸之柄,尺,4,せきすんのへい
尺寸之柄,寸,3,せきすんのへい
尺寸之柄,之,3,せきすんのへい
尺寸之柄,柄,9,せきすんのへい
尺寸之地,尺,4,せきすんのち
尺寸之地,寸,3,せきすんのち
尺寸之地,之,3,せきすんのち
尺寸之地,地,6,せきすんのち
尺寸之功,尺,4,せきすんのこう
尺寸之功,寸,3,せきすんのこう
尺寸之功,之,3,せきすんのこう
尺寸之功,功,5,せきすんのこう
積薪之嘆,積,16,せきしんのたん
積薪之嘆,薪,16,せきしんのたん
積薪之嘆,之,3,せきしんのたん
積薪之嘆,嘆,13,せきしんのたん
赤心奉国,赤,7,せきしんほうこく
赤心奉国,心,4,せきしんほうこく
赤心奉国,奉,8,せきしんほうこく
赤心奉国,国,8,せきしんほうこく
石心鉄腸,石,5,せきしんてっちょう
石心鉄腸,心,4,せきしんてっちょう
石心鉄腸,鉄,13,せきしんてっちょう
石心鉄腸,腸,13,せきしんてっちょう
赤手空拳,赤,7,せきしゅくうけん
赤手空拳,手,4,せきしゅくうけん
赤手空拳,空,8,せきしゅくうけん
赤手空拳,拳,10,せきしゅくうけん
碩師名人,碩,14,せきしめいじん
碩師名人,師,10,せきしめいじん
碩師名人,名,6,せきしめいじん
碩師名人,人,2,せきしめいじん
積日累久,積,16,せきじつるいきゅう
積日累久,日,4,せきじつるいきゅう
積日累久,累,11,せきじつるいきゅう
積日累久,久,3,せきじつるいきゅう
隻紙断絹,隻,10,せきしだんけん
隻紙断絹,紙,10,せきしだんけん
隻紙断絹,断,11,せきしだんけん
隻紙断絹,絹,13,せきしだんけん
尺山寸水,尺,4,せきざんすんすい
尺山寸水,山,3,せきざんすんすい
尺山寸水,寸,3,せきざんすんすい
尺山寸水,水,4,せきざんすんすい
跖狗吠尭,跖,12,せきくはいぎょう
跖狗吠尭,狗,8,せきくはいぎょう
跖狗吠尭,吠,7,せきくはいぎょう
跖狗吠尭,尭,8,せきくはいぎょう
碩学大儒,碩,14,せきがくたいじゅ
碩学大儒,学,8,せきがくたいじゅ
碩学大儒,大,3,せきがくたいじゅ
碩学大儒,儒,16,せきがくたいじゅ
積羽沈舟,積,16,せきうちんしゅう
積羽沈舟,羽,6,せきうちんしゅう
積羽沈舟,沈,7,せきうちんしゅう
積羽沈舟,舟,6,せきうちんしゅう
積悪余殃,積,16,せきあくのよおう
積悪余殃,悪,11,せきあくのよおう
積悪余殃,余,7,せきあくのよおう
積悪余殃,殃,9,せきあくのよおう
是耶非耶,是,9,ぜかひか
是耶非耶,耶,9,ぜかひか
是耶非耶,非,8,ぜかひか
是耶非耶,耶,9,ぜかひか
世外桃源,世,5,せがいとうげん
世外桃源,外,5,せがいとうげん
世外桃源,桃,10,せがいとうげん
世外桃源,源,13,せがいとうげん
世運隆替,世,5,せうんりゅうたい
世運隆替,運,12,せうんりゅうたい
世運隆替,隆,11,せうんりゅうたい
世運隆替,替,12,せうんりゅうたい
精力絶倫,精,14,せいりょくぜつりん
精力絶倫,力,2,せいりょくぜつりん
精力絶倫,絶,12,せいりょくぜつりん
精力絶倫,倫,10,せいりょくぜつりん
生離死別,生,5,せいりしべつ
生離死別,離,18,せいりしべつ
生離死別,死,6,せいりしべつ
生離死別,別,7,せいりしべつ
青藍氷水,青,8,せいらんひょうすい
青藍氷水,藍,18,せいらんひょうすい
青藍氷水,氷,5,せいらんひょうすい
青藍氷水,水,4,せいらんひょうすい
星羅雲布,星,9,せいらうんぷ
星羅雲布,羅,19,せいらうんぷ
星羅雲布,雲,12,せいらうんぷ
星羅雲布,布,5,せいらうんぷ
精明強幹,精,14,せいめいきょうかん
精明強幹,明,8,せいめいきょうかん
精明強幹,強,11,せいめいきょうかん
精明強幹,幹,13,せいめいきょうかん
清風明月,清,11,せいふうめいげつ
清風明月,風,9,せいふうめいげつ
清風明月,明,8,せいふうめいげつ
清風明月,月,4,せいふうめいげつ
清風故人,清,11,せいふうこじん
清風故人,風,9,せいふうこじん
清風故人,故,9,せいふうこじん
清風故人,人,2,せいふうこじん
精疲力尽,精,14,せいひりきじん
精疲力尽,疲,10,せいひりきじん
精疲力尽,力,2,せいひりきじん
精疲力尽,尽,6,せいひりきじん
萋斐貝錦,萋,11,せいひばいきん
萋斐貝錦,斐,12,せいひばいきん
萋斐貝錦,貝,7,せいひばいきん
萋斐貝錦,錦,16,せいひばいきん
生呑活剥,生,5,せいどんかっぱく
生呑活剥,呑,7,せいどんかっぱく
生呑活剥,活,9,せいどんかっぱく
生呑活剥,剥,10,せいどんかっぱく
聖読庸行,聖,13,せいどくようこう
聖読庸行,読,14,せいどくようこう
聖読庸行,庸,11,せいどくようこう
聖読庸行,行,6,せいどくようこう
盛徳大業,盛,11,せいとくたいぎょう
盛徳大業,徳,14,せいとくたいぎょう
盛徳大業,大,3,せいとくたいぎょう
盛徳大業,業,13,せいとくたいぎょう
斉東野語,斉,8,せいとうやご
斉東野語,東,8,せいとうやご
斉東野語,野,11,せいとうやご
斉東野語,語,14,せいとうやご
青天霹靂,青,8,せいてんのへきれき
青天霹靂,天,4,せいてんのへきれき
青天霹靂,霹,21,せいてんのへきれき
青天霹靂,靂,24,せいてんのへきれき
井底之蛙,井,4,せいていのあ
井底之蛙,底,8,せいていのあ
井底之蛙,之,3,せいていのあ
井底之蛙,蛙,12,せいていのあ
生知安行,生,5,せいちあんこう
生知安行,知,8,せいちあんこう
生知安行,安,6,せいちあんこう
生知安行,行,6,せいちあんこう
清淡虚無,清,11,せいたんきょむ
清淡虚無,淡,11,せいたんきょむ
清淡虚無,虚,11,せいたんきょむ
清淡虚無,無,12,せいたんきょむ
盛粧麗服,盛,11,せいそうれいふく
盛粧麗服,粧,12,せいそうれいふく
盛粧麗服,麗,19,せいそうれいふく
盛粧麗服,服,8,せいそうれいふく
悽愴流涕,悽,11,せいそうりゅうてい
悽愴流涕,愴,13,せいそうりゅうてい
悽愴流涕,流,10,せいそうりゅうてい
悽愴流涕,涕,10,せいそうりゅうてい
青銭万選,青,8,せいせんばんせん
青銭万選,銭,14,せいせんばんせん
青銭万選,万,3,せいせんばんせん
青銭万選,選,15,せいせんばんせん
井渫不食,井,4,せいせつふしょく
井渫不食,渫,12,せいせつふしょく
井渫不食,不,4,せいせつふしょく
井渫不食,食,9,せいせつふしょく
清聖濁賢,清,11,せいせいだくけん
清聖濁賢,聖,13,せいせいだくけん
清聖濁賢,濁,16,せいせいだくけん
清聖濁賢,賢,16,せいせいだくけん
凄凄切切,凄,10,せいせいせつせつ
凄凄切切,凄,10,せいせいせつせつ
凄凄切切,切,4,せいせいせつせつ
凄凄切切,切,4,せいせいせつせつ
聖人無夢,聖,13,せいじんむむ
聖人無夢,人,2,せいじんむむ
聖人無夢,無,12,せいじんむむ
聖人無夢,夢,13,せいじんむむ
青松落色,青,8,せいしょうらくしょく
青松落色,松,8,せいしょうらくしょく
青松落色,落,12,せいしょうらくしょく
青松落色,色,6,せいしょうらくしょく
清浄無垢,清,11,せいじょうむく
清浄無垢,浄,9,せいじょうむく
清浄無垢,無,12,せいじょうむく
清浄無垢,垢,9,せいじょうむく
西狩獲麟,西,6,せいしゅかくりん
西狩獲麟,狩,9,せいしゅかくりん
西狩獲麟,獲,16,せいしゅかくりん
西狩獲麟,麟,24,せいしゅかくりん
西戎東夷,西,6,せいじゅうとうい
西戎東夷,戎,6,せいじゅうとうい
西戎東夷,東,8,せいじゅうとうい
西戎東夷,夷,6,せいじゅうとうい
斉駆並駕,斉,8,せいくへいが
斉駆並駕,駆,14,せいくへいが
斉駆並駕,並,8,せいくへいが
斉駆並駕,駕,15,せいくへいが
静寂閑雅,静,14,せいじゃくかんが
静寂閑雅,寂,11,せいじゃくかんが
静寂閑雅,閑,12,せいじゃくかんが
静寂閑雅,雅,13,せいじゃくかんが
西施捧心,西,6,せいしほうしん
西施捧心,施,9,せいしほうしん
西施捧心,捧,11,せいしほうしん
西施捧心,心,4,せいしほうしん
斉紫敗素,斉,8,せいしはいそ
斉紫敗素,紫,12,せいしはいそ
斉紫敗素,敗,11,せいしはいそ
斉紫敗素,素,10,せいしはいそ
噬指棄薪,噬,16,ぜいしきしん
噬指棄薪,指,9,ぜいしきしん
噬指棄薪,棄,13,ぜいしきしん
噬指棄薪,薪,16,ぜいしきしん
青史汗簡,青,8,せいしかんかん
青史汗簡,史,5,せいしかんかん
青史汗簡,汗,6,せいしかんかん
青史汗簡,簡,18,せいしかんかん
誠惶誠恐,誠,13,せいこうせいきょう
誠惶誠恐,惶,12,せいこうせいきょう
誠惶誠恐,誠,13,せいこうせいきょう
誠惶誠恐,恐,10,せいこうせいきょう
性行淑均,性,8,せいこうしゅくきん
性行淑均,行,6,せいこうしゅくきん
性行淑均,淑,11,せいこうしゅくきん
性行淑均,均,7,せいこうしゅくきん
精金良玉,精,14,せいきんりょうぎょく
精金良玉,金,8,せいきんりょうぎょく
精金良玉,良,7,せいきんりょうぎょく
精金良玉,玉,5,せいきんりょうぎょく
生気溌溂,生,5,せいきはつらつ
生気溌溂,気,6,せいきはつらつ
生気溌溂,溌,12,せいきはつらつ
生気溌溂,溂,12,せいきはつらつ
生寄死帰,生,5,せいきしき
生寄死帰,寄,11,せいきしき
生寄死帰,死,6,せいきしき
生寄死帰,帰,10,せいきしき
旌旗巻舒,旌,11,せいきけんじょ
旌旗巻舒,旗,14,せいきけんじょ
旌旗巻舒,巻,9,せいきけんじょ
旌旗巻舒,舒,12,せいきけんじょ
誠歓誠喜,誠,13,せいかんせいき
誠歓誠喜,歓,15,せいかんせいき
誠歓誠喜,誠,13,せいかんせいき
誠歓誠喜,喜,12,せいかんせいき
星火燎原,星,9,せいかりょうげん
星火燎原,火,4,せいかりょうげん
星火燎原,燎,16,せいかりょうげん
星火燎原,原,10,せいかりょうげん
清音幽韻,清,11,せいおんゆういん
清音幽韻,音,9,せいおんゆういん
清音幽韻,幽,9,せいおんゆういん
清音幽韻,韻,19,せいおんゆういん
精衛填海,精,14,せいえいてんかい
