,yoji,kanji,parts,yomi
616,一夜検校,一,1,いちやけんぎょう
617,一夜検校,夜,8,いちやけんぎょう
618,一夜検校,検,12,いちやけんぎょう
619,一夜検校,校,10,いちやけんぎょう
620,一文不通,一,1,いちもんふつう
621,一文不通,文,4,いちもんふつう
622,一文不通,不,4,いちもんふつう
623,一文不通,通,10,いちもんふつう
624,一問一答,一,1,いちもんいっとう
625,一問一答,問,11,いちもんいっとう
626,一問一答,一,1,いちもんいっとう
627,一問一答,答,12,いちもんいっとう
628,一望千頃,一,1,いちぼうせんけい
629,一望千頃,望,11,いちぼうせんけい
630,一望千頃,千,3,いちぼうせんけい
631,一望千頃,頃,11,いちぼうせんけい
632,一人当千,一,1,いちにちとうせん
633,一人当千,人,2,いちにちとうせん
634,一人当千,当,6,いちにちとうせん
635,一人当千,千,3,いちにちとうせん
636,一日不食,一,1,いちにちふしょく
637,一日不食,日,4,いちにちふしょく
638,一日不食,不,4,いちにちふしょく
639,一日不食,食,9,いちにちふしょく
640,一時流行,一,1,いちじりゅうこう
641,一時流行,時,10,いちじりゅうこう
642,一時流行,流,10,いちじりゅうこう
643,一時流行,行,6,いちじりゅうこう
644,一入再入,一,1,いちじゅうさいじゅう
645,一入再入,入,2,いちじゅうさいじゅう
646,一入再入,再,6,いちじゅうさいじゅう
647,一入再入,入,2,いちじゅうさいじゅう
648,一日之長,一,1,いちじつのちょう
649,一日之長,日,4,いちじつのちょう
650,一日之長,之,3,いちじつのちょう
651,一日之長,長,8,いちじつのちょう
652,一日三秋,一,1,いちじつさんしゅう
653,一日三秋,日,4,いちじつさんしゅう
654,一日三秋,三,3,いちじつさんしゅう
655,一日三秋,秋,9,いちじつさんしゅう
656,一字千金,一,1,いちじせんきん
657,一字千金,字,6,いちじせんきん
658,一字千金,千,3,いちじせんきん
659,一字千金,金,8,いちじせんきん
660,一言芳恩,一,1,いちごんほうおん
661,一言芳恩,言,7,いちごんほうおん
662,一言芳恩,芳,7,いちごんほうおん
663,一言芳恩,恩,10,いちごんほうおん
664,一元描写,一,1,いちげんびょうしゃ
665,一元描写,元,4,いちげんびょうしゃ
666,一元描写,描,11,いちげんびょうしゃ
667,一元描写,写,5,いちげんびょうしゃ
668,一行三昧,一,1,いちぎょうざんまい
669,一行三昧,行,6,いちぎょうざんまい
670,一行三昧,三,3,いちぎょうざんまい
671,一行三昧,昧,9,いちぎょうざんまい
672,一栄一辱,一,1,いちえいいちじょく
673,一栄一辱,栄,9,いちえいいちじょく
674,一栄一辱,一,1,いちえいいちじょく
675,一栄一辱,辱,10,いちえいいちじょく
676,一韻到底,一,1,いちいんとうてい
677,一韻到底,韻,19,いちいんとうてい
678,一韻到底,到,8,いちいんとうてい
679,一韻到底,底,8,いちいんとうてい
680,一飲一啄,一,1,いちいんいったく
681,一飲一啄,飲,12,いちいんいったく
682,一飲一啄,一,1,いちいんいったく
683,一飲一啄,啄,10,いちいんいったく
684,韋駄天走,韋,10,いだてんばしり
685,韋駄天走,駄,14,いだてんばしり
686,韋駄天走,天,4,いだてんばしり
687,韋駄天走,走,7,いだてんばしり
688,衣帯中賛,衣,6,いたいちゅうのさん
689,衣帯中賛,帯,10,いたいちゅうのさん
690,衣帯中賛,中,4,いたいちゅうのさん
691,衣帯中賛,賛,15,いたいちゅうのさん
692,遺簪墜屨,遺,15,いしんついく
693,遺簪墜屨,簪,20,いしんついく
694,遺簪墜屨,墜,15,いしんついく
695,遺簪墜屨,屨,17,いしんついく
696,以身殉利,以,5,いしんじゅんり
697,以身殉利,身,7,いしんじゅんり
698,以身殉利,殉,10,いしんじゅんり
699,以身殉利,利,7,いしんじゅんり
700,渭樹江雲,渭,12,いじゅこううん
701,渭樹江雲,樹,16,いじゅこううん
702,渭樹江雲,江,6,いじゅこううん
703,渭樹江雲,雲,12,いじゅこううん
704,為虎傅翼,為,9,いこふよく
705,為虎傅翼,虎,8,いこふよく
706,為虎傅翼,傅,12,いこふよく
707,為虎傅翼,翼,17,いこふよく
708,異国情緒,異,11,いこくじょうちょ
709,異国情緒,国,8,いこくじょうちょ
710,異国情緒,情,11,いこくじょうちょ
711,異国情緒,緒,14,いこくじょうちょ
712,韋弦之佩,韋,10,いげんのはい
713,韋弦之佩,弦,8,いげんのはい
714,韋弦之佩,之,3,いげんのはい
715,韋弦之佩,佩,8,いげんのはい
716,衣錦之栄,衣,6,いきんのえい
717,衣錦之栄,錦,16,いきんのえい
718,衣錦之栄,之,3,いきんのえい
719,衣錦之栄,栄,9,いきんのえい
720,衣錦尚絅,衣,6,いきんしょうけい
721,衣錦尚絅,錦,16,いきんしょうけい
722,衣錦尚絅,尚,8,いきんしょうけい
723,衣錦尚絅,絅,11,いきんしょうけい
724,伊尹負鼎,伊,6,いいんふてい
725,伊尹負鼎,尹,4,いいんふてい
726,伊尹負鼎,負,9,いいんふてい
727,伊尹負鼎,鼎,13,いいんふてい
728,帷幄上奏,帷,11,いあくじょうそう
729,帷幄上奏,幄,12,いあくじょうそう
730,帷幄上奏,上,3,いあくじょうそう
731,帷幄上奏,奏,9,いあくじょうそう
732,一本調子,一,1,いっぽんちょうし
733,一本調子,本,5,いっぽんちょうし
734,一本調子,調,15,いっぽんちょうし
735,一本調子,子,3,いっぽんちょうし
736,一得一失,一,1,いっとくいっしつ
737,一得一失,得,11,いっとくいっしつ
738,一得一失,一,1,いっとくいっしつ
739,一得一失,失,5,いっとくいっしつ
740,一家団欒,一,1,いっかだんらん
741,一家団欒,家,10,いっかだんらん
742,一家団欒,団,6,いっかだんらん
743,一家団欒,欒,23,いっかだんらん
744,一攫千金,一,1,一獲千金）【いっかくせんきん
745,一攫千金,攫,23,一獲千金）【いっかくせんきん
746,一攫千金,千,3,一獲千金）【いっかくせんきん
747,一攫千金,金,8,一獲千金）【いっかくせんきん
748,一路平安,一,1,いちろへいあん
749,一路平安,路,13,いちろへいあん
750,一路平安,平,5,いちろへいあん
751,一路平安,安,6,いちろへいあん
752,一大決心,一,1,いちだいけっしん
753,一大決心,大,3,いちだいけっしん
754,一大決心,決,7,いちだいけっしん
755,一大決心,心,4,いちだいけっしん
756,一言一句,一,1,いちごんいっく
757,一言一句,言,7,いちごんいっく
758,一言一句,一,1,いちごんいっく
759,一言一句,句,5,いちごんいっく
760,医食同源,医,7,いしょくどうげん
761,医食同源,食,9,いしょくどうげん
762,医食同源,同,6,いしょくどうげん
763,医食同源,源,13,いしょくどうげん
764,已己巳己,已,3,いこみき
765,已己巳己,己,3,いこみき
766,已己巳己,巳,3,いこみき
767,已己巳己,己,3,いこみき
768,意識朦朧,意,13,いしきもうろう
769,意識朦朧,識,19,いしきもうろう
770,意識朦朧,朦,17,いしきもうろう
771,意識朦朧,朧,20,いしきもうろう
772,一死報国,一,1,いっしほうこく
773,一死報国,死,6,いっしほうこく
774,一死報国,報,12,いっしほうこく
775,一死報国,国,8,いっしほうこく
776,隠晦曲折,隠,14,いんかいきょくせつ
777,隠晦曲折,晦,11,いんかいきょくせつ
778,隠晦曲折,曲,6,いんかいきょくせつ
779,隠晦曲折,折,7,いんかいきょくせつ
780,因果因縁,因,6,いんがいんねん
781,因果因縁,果,8,いんがいんねん
782,因果因縁,因,6,いんがいんねん
783,因果因縁,縁,15,いんがいんねん
784,因果覿面,因,6,いんがてきめん
785,因果覿面,果,8,いんがてきめん
786,因果覿面,覿,22,いんがてきめん
787,因果覿面,面,9,いんがてきめん
788,飲河満腹,飲,12,いんがまんぷく
789,飲河満腹,河,8,いんがまんぷく
790,飲河満腹,満,12,いんがまんぷく
791,飲河満腹,腹,13,いんがまんぷく
792,殷鑑不遠,殷,10,いんかんふえん
793,殷鑑不遠,鑑,23,いんかんふえん
794,殷鑑不遠,不,4,いんかんふえん
795,殷鑑不遠,遠,13,いんかんふえん
796,因機説法,因,6,いんきせっぽう
797,因機説法,機,16,いんきせっぽう
798,因機説法,説,14,いんきせっぽう
799,因機説法,法,8,いんきせっぽう
800,婬虐暴戻,婬,11,いんぎゃくぼうれい
801,婬虐暴戻,虐,9,いんぎゃくぼうれい
802,婬虐暴戻,暴,15,いんぎゃくぼうれい
803,婬虐暴戻,戻,7,いんぎゃくぼうれい
804,一所不住,一,1,いっしょふじゅう
805,一所不住,所,8,いっしょふじゅう
806,一所不住,不,4,いっしょふじゅう
807,一所不住,住,7,いっしょふじゅう
808,一新更始,一,1,いっしんこうし
809,一新更始,新,13,いっしんこうし
810,一新更始,更,7,いっしんこうし
811,一新更始,始,8,いっしんこうし
812,一心精進,一,1,いっしんしょうじん
813,一心精進,心,4,いっしんしょうじん
814,一心精進,精,14,いっしんしょうじん
815,一心精進,進,11,いっしんしょうじん
816,一酔千日,一,1,いっすいせんにち
817,一酔千日,酔,11,いっすいせんにち
818,一酔千日,千,3,いっすいせんにち
819,一酔千日,日,4,いっすいせんにち
820,一寸光陰,一,1,いっすんのこういん
821,一寸光陰,寸,3,いっすんのこういん
822,一寸光陰,光,6,いっすんのこういん
823,一寸光陰,陰,11,いっすんのこういん
824,一寸丹心,一,1,いっすんのたんしん
825,一寸丹心,寸,3,いっすんのたんしん
826,一寸丹心,丹,4,いっすんのたんしん
827,一寸丹心,心,4,いっすんのたんしん
828,一盛一衰,一,1,いっせいいっすい
829,一盛一衰,盛,11,いっせいいっすい
830,一盛一衰,一,1,いっせいいっすい
831,一盛一衰,衰,10,いっせいいっすい
832,一挙両失,一,1,いっきょりょうしつ
833,一挙両失,挙,10,いっきょりょうしつ
834,一挙両失,両,6,いっきょりょうしつ
835,一挙両失,失,5,いっきょりょうしつ
836,一暴十寒,一,1,いちばくじっかん
837,一暴十寒,暴,15,いちばくじっかん
838,一暴十寒,十,2,いちばくじっかん
839,一暴十寒,寒,12,いちばくじっかん
840,一触即発,一,1,いっしょくそくはつ
841,一触即発,触,13,いっしょくそくはつ
842,一触即発,即,7,いっしょくそくはつ
843,一触即発,発,9,いっしょくそくはつ
844,一生不犯,一,1,いっしょうふぼん
845,一生不犯,生,5,いっしょうふぼん
846,一生不犯,不,4,いっしょうふぼん
847,一生不犯,犯,5,いっしょうふぼん
848,一唱三嘆,一,1,いっしょうさんたん
849,一唱三嘆,唱,11,いっしょうさんたん
850,一唱三嘆,三,3,いっしょうさんたん
851,一唱三嘆,嘆,13,いっしょうさんたん
852,衣鉢相伝,衣,6,いはつそうでん
853,衣鉢相伝,鉢,13,いはつそうでん
854,衣鉢相伝,相,9,いはつそうでん
855,衣鉢相伝,伝,6,いはつそうでん
856,意馬心猿,意,13,いばしんえん
857,意馬心猿,馬,10,いばしんえん
858,意馬心猿,心,4,いばしんえん
859,意馬心猿,猿,13,いばしんえん
860,以肉去蟻,以,5,いにくきょぎ
861,以肉去蟻,肉,6,いにくきょぎ
862,以肉去蟻,去,5,いにくきょぎ
863,以肉去蟻,蟻,19,いにくきょぎ
864,以毒制毒,以,5,いどくせいどく
865,以毒制毒,毒,8,いどくせいどく
866,以毒制毒,制,8,いどくせいどく
867,以毒制毒,毒,8,いどくせいどく
868,意到随筆,意,13,いとうずいひつ
869,意到随筆,到,8,いとうずいひつ
870,意到随筆,随,12,いとうずいひつ
871,意到随筆,筆,12,いとうずいひつ
872,一片氷心,一,1,いっぺんのひょうしん
873,一片氷心,片,4,いっぺんのひょうしん
874,一片氷心,氷,5,いっぺんのひょうしん
875,一片氷心,心,4,いっぺんのひょうしん
876,一碧万頃,一,1,いっぺきばんけい
877,一碧万頃,碧,14,いっぺきばんけい
878,一碧万頃,万,3,いっぺきばんけい
879,一碧万頃,頃,11,いっぺきばんけい
880,一筆抹殺,一,1,いっぴつまっさつ
881,一筆抹殺,筆,12,いっぴつまっさつ
882,一筆抹殺,抹,8,いっぴつまっさつ
883,一筆抹殺,殺,10,いっぴつまっさつ
884,一筆啓上,一,1,いっぴつけいじょう
885,一筆啓上,筆,12,いっぴつけいじょう
886,一筆啓上,啓,11,いっぴつけいじょう
887,一筆啓上,上,3,いっぴつけいじょう
888,溢美溢悪,溢,13,いつびいつあく
889,溢美溢悪,美,9,いつびいつあく
890,溢美溢悪,溢,13,いつびいつあく
891,溢美溢悪,悪,11,いつびいつあく
892,一飯之恩,一,1,いっぱんのおん
893,一飯之恩,飯,12,いっぱんのおん
894,一飯之恩,之,3,いっぱんのおん
895,一飯之恩,恩,10,いっぱんのおん
896,一飯千金,一,1,いっぱんせんきん
897,一飯千金,飯,12,いっぱんせんきん
898,一飯千金,千,3,いっぱんせんきん
899,一飯千金,金,8,いっぱんせんきん
900,一敗塗地,一,1,いっぱいとち
901,一敗塗地,敗,11,いっぱいとち
902,一敗塗地,塗,13,いっぱいとち
903,一敗塗地,地,6,いっぱいとち
904,一徹無垢,一,1,いってつむく
905,一徹無垢,徹,15,いってつむく
906,一徹無垢,無,12,いってつむく
907,一徹無垢,垢,9,いってつむく
908,一斗百編,一,1,いっとひゃっぺん
909,一斗百編,斗,4,いっとひゃっぺん
910,一斗百編,百,6,いっとひゃっぺん
911,一斗百編,編,15,いっとひゃっぺん
912,一刀三礼,一,1,いっとうさんらい
913,一刀三礼,刀,2,いっとうさんらい
914,一刀三礼,三,3,いっとうさんらい
915,一刀三礼,礼,5,いっとうさんらい
916,一天万乗,一,1,いってんばんじょう
917,一天万乗,天,4,いってんばんじょう
918,一天万乗,万,3,いってんばんじょう
919,一天万乗,乗,9,いってんばんじょう
920,一天四海,一,1,いってんしかい
921,一天四海,天,4,いってんしかい
922,一天四海,四,5,いってんしかい
923,一天四海,海,9,いってんしかい
924,一点一画,一,1,いってんいっかく
925,一点一画,点,9,いってんいっかく
926,一点一画,一,1,いってんいっかく
927,一点一画,画,8,いってんいっかく
928,一徹短慮,一,1,いってつたんりょ
929,一徹短慮,徹,15,いってつたんりょ
930,一徹短慮,短,12,いってつたんりょ
931,一徹短慮,慮,15,いってつたんりょ
932,慇懃丁重,慇,14,いんぎんていちょう
933,慇懃丁重,懃,17,いんぎんていちょう
934,慇懃丁重,丁,2,いんぎんていちょう
935,慇懃丁重,重,9,いんぎんていちょう
936,慇懃無礼,慇,14,いんぎんぶれい
